,sector,m,d,p,sec_loading,t
3192,6,-77.67438074,11.36509961,0.008686296,0.403,-2.378725828138646
3193,6,-52.60858329,5.418419383,0.008508488,0.403,-2.3863407421880845
3194,6,34.74395625,0.899155263,0.021145433,0.403,-2.0306465107240554
3195,5,73.63996963,11.53276436,0.012845696,0.64,-2.230845090226872
3196,5,103.1208673,17.19775182,0.015456027,0.64,-2.1582029777039766
3197,2,-359.4805411,65.68608165,0.004623267,0.41,-2.6028019920550483
3198,3,-61.01037866,3.489888807,0.010738266,0.415,-2.299500553149409
3199,5,83.10843643,0.006667868,0.015379384,0.64,-2.1601796098429453
3200,6,89.92066762,0.731975816,0.020057839,0.403,-2.0525558002666298
3201,2,-1127.859679,16.97664871,0.004849836,0.41,-2.586355895756726
3202,6,-22.26150227,1.079194705,0.013926942,0.403,-2.199338191456321
3203,1,46.11108278,12.57989145,0.010064048,0.49,-2.323951455175597
3204,5,77.97745452,4.117528044,0.016383248,0.64,-2.134932844596227
3205,5,-103.3863328,13.34217226,0.013931322,0.64,-2.199214919130572
3206,2,457.2854428,10.20467395,0.005951665,0.41,-2.5149972863213717
3207,5,88.08641481,6.659696366,0.015178233,0.64,-2.1654078424447722
3208,5,-0.65863428,0.01902774,0.016838921,0.64,-2.1239079439566564
3209,6,62.72769472,10.52894943,0.019952403,0.403,-2.054732945205515
3210,1,-74.62959809,12.77143631,0.009912877,0.49,-2.329629265557342
3211,2,-847.6888821,40.41993179,0.004819486,0.41,-2.5885186759398913
3212,5,-23.98719338,3.961048732,0.012513526,0.64,-2.2409849174568577
3213,5,11.10667723,0.986493341,0.015726712,0.64,-2.151288644479617
3214,5,-119.9486343,16.82429432,0.012666418,0.64,-2.236289160832851
3215,6,-63.132377,10.16944173,0.022071334,0.403,-2.012733548714113
3216,2,252.4763198,66.53293572,0.00439046,0.41,-2.620467885902169
3217,2,-808.2137714,27.10745993,0.004079289,0.41,-2.6454357460468105
3218,5,-57.35018192,7.861954769,0.013534656,0.64,-2.210516855947473
3219,1,58.99393497,11.99145452,0.007120336,0.49,-2.451134525772726
3220,6,-79.47662365,8.791827233,0.011435676,0.403,-2.2755767868116843
3221,2,-518.2369123,95.18992191,0.005381381,0.41,-2.5503085456530377
3222,5,90.36116852,12.63639244,0.014394889,0.64,-2.186353155513553
3223,6,83.33684216,10.57061488,0.014208572,0.403,-2.191479052249313
3224,2,-914.0429577,80.53695088,0.005914329,0.41,-2.517215129972806
3225,2,-750.3617381,100.9251926,0.00364292,0.41,-2.683488871367364
3226,5,102.4866953,0.011260582,0.013536369,0.64,-2.21046743756264
3227,5,88.73939212,16.81705214,0.014727057,0.64,-2.1773546843163274
3228,1,56.80462292,14.41865241,0.013897607,0.49,-2.200164669163137
3229,6,99.39302898,19.02986218,0.00935511,0.403,-2.351254733593758
3230,3,51.29906269,1.024538289,0.007925037,0.415,-2.412349630028939
3231,1,-51.28889649,14.87574695,0.015789272,0.49,-2.149705160554209
3232,6,-54.46430525,0.562520871,0.009833324,0.403,-2.332647609279011
3233,2,-834.286842,76.10981711,0.006073183,0.41,-2.5078632626047463
3234,5,120.9308784,22.0257546,0.014233034,0.64,-2.1908027712957665
3235,3,-60.13648403,1.939708527,0.010709,0.415,-2.3005337409082847
3236,2,703.8167433,43.06263128,0.005869565,0.41,-2.5198906405267345
3237,5,52.90313212,7.205430015,0.01540511,0.64,-2.159515192143427
3238,5,-110.4316129,14.05589184,0.014869399,0.64,-2.173551980976023
3239,5,-100.7609175,15.87064473,0.012885032,0.64,-2.229659387430447
3240,5,-49.08932554,7.040833461,0.015231273,0.64,-2.164023498594773
3241,2,-377.4110482,86.65305964,0.006098386,0.41,-2.506399515411709
3242,6,41.24728254,0.259290852,0.01939937,0.403,-2.06631506339101
3243,6,-31.43533033,2.714854304,0.009665678,0.403,-2.3390787931325496
3244,2,587.156075,47.85128649,0.00589963,0.41,-2.5180916917426304
3245,5,-94.17680175,16.11395461,0.015448567,0.64,-2.158395001865706
3246,2,-991.4572153,22.48563157,0.006067646,0.41,-2.508185563180749
3247,2,1170.154115,33.49925323,0.004565104,0.41,-2.60713978114382
3248,5,80.84862721,8.442332451,0.017386918,0.64,-2.1109822681584136
3249,6,-18.386731,0.40880925,0.008303277,0.403,-2.3953047994457575
3250,5,-59.19817581,6.148536652,0.014125496,0.64,-2.193783299382891
3251,2,536.1964973,82.99622538,0.004283977,0.41,-2.6288285730230996
3252,6,-73.39719663,13.48033559,0.016489564,0.403,-2.1323372974088266
3253,5,120.0099022,18.03822701,0.017002215,0.64,-2.1200191543419424
3254,2,1145.294857,107.0510949,0.006317193,0.41,-2.4939120094766274
3255,5,82.08188484,0.018083422,0.01678035,0.64,-2.125310652434498
3256,2,1223.088197,35.85704657,0.004084341,0.41,-2.645016970981938
3257,1,31.69165237,10.59173932,0.01320989,0.49,-2.219985086240948
3258,5,60.50376994,5.910352777,0.012658259,0.64,-2.2365385048532995
3259,2,-696.485204,37.12368461,0.005033755,0.41,-2.5735018797442195
3260,6,53.68504321,2.916536448,0.0094085,0.403,-2.349136641440104
3261,1,45.36200694,13.70757922,0.00793073,0.49,-2.4120878314378413
3262,2,588.8575244,39.7623818,0.00591922,0.41,-2.5169238879100044
3263,2,-948.9048539,102.5174264,0.004212445,0.41,-2.6345499773931786
3264,6,-65.7499218,1.75536623,0.01840057,0.403,-2.0879633593870963
3265,2,712.3699535,106.3603453,0.00608681,0.41,-2.507071162780086
3266,2,948.5022762,45.2275078,0.00530166,0.41,-2.5555070930913875
3267,2,1209.37985,41.26138026,0.005588965,0.41,-2.5370865979567965
3268,1,96.44545636,12.71383192,0.004764738,0.49,-2.5924509827916613
3269,2,-1023.992997,81.97736706,0.006063379,0.41,-2.50843411681407
3270,5,-78.0457675,5.663999651,0.014825828,0.64,-2.1747126545502535
3271,6,-34.07181265,4.806961508,0.00901577,0.403,-2.3649698255038833
3272,6,-74.75648515,11.22146879,0.007847212,0.403,-2.41594518091977
3273,2,603.5070716,11.44320566,0.004780687,0.41,-2.591301295447318
3274,5,-21.11040894,1.40282208,0.017136677,0.64,-2.1168408866627506
3275,5,22.04089048,3.222182034,0.017312805,0.64,-2.1127098465676477
3276,2,1016.841645,41.84149862,0.006498221,0.41,-2.483866775075814
3277,5,95.6000211,1.952055747,0.013573796,0.64,-2.2093890500770046
3278,6,35.77847143,6.878662734,0.007894343,0.403,-2.4137639822370343
3279,6,86.95858835,4.779317178,0.010101191,0.403,-2.322567803861721
3280,5,49.48390631,3.777935517,0.017126122,0.64,-2.117089602027316
3281,5,-84.96776901,5.060346726,0.016450595,0.64,-2.133286999824379
3282,5,-100.7412337,15.88045076,0.012991025,0.64,-2.226479957633774
3283,2,-1062.863522,88.21147139,0.005053816,0.41,-2.5721252404297013
3284,6,35.12575357,5.997456802,0.009855206,0.403,-2.3318152580381906
3285,3,-57.29788421,2.873249338,0.007501046,0.415,-2.432328552974581
3286,2,-762.6138613,66.29569763,0.00413465,0.41,-2.640871814712188
3287,2,367.6147873,20.54084996,0.006100317,0.41,-2.506287587442449
3288,2,1023.01746,75.08807317,0.006484195,0.41,-2.4846361695779495
3289,2,-1062.914131,91.35042694,0.004961722,0.41,-2.5784855849106103
3290,1,-79.49981773,10.76418872,0.007353397,0.49,-2.439519866452432
3291,6,-47.41537907,2.637715868,0.02232028,0.403,-2.0080257069689322
3292,5,67.22718275,4.01602416,0.016375139,0.64,-2.135131405161925
3293,2,-886.6109924,42.87548278,0.00407113,0.41,-2.646113050658041
3294,6,-43.36144203,6.538626273,0.009833883,0.403,-2.3326263258170266
3295,2,963.679928,89.44848899,0.00632018,0.41,-2.493744205350887
3296,6,45.92460552,6.433364608,0.014649979,0.403,-2.1794270563726488
3297,1,34.71735003,13.11786837,0.007480777,0.49,-2.4333083385594256
3298,6,59.58773034,5.31466932,0.01475511,0.403,-2.176602747583837
3299,5,83.83564942,5.415658257,0.014048536,0.64,-2.1959283526327793
3300,5,-95.237975,2.818167521,0.014641399,0.64,-2.179658324001769
3301,5,62.92076695,9.566183738,0.013149937,0.64,-2.221754901961165
3302,6,-59.2627746,1.069703017,0.020519552,0.403,-2.0431347174420385
3303,1,83.79306303,10.38864067,0.00275138,0.49,-2.776027227462169
3304,2,977.636639,28.94939731,0.003863444,0.41,-2.6637765060052105
3305,6,91.16079024,8.346789147,0.012085397,0.403,-2.254403520852471
3306,6,42.24872919,0.870229325,0.019057478,0.403,-2.0736163447685
3307,1,-48.52162379,13.40922167,0.009499027,0.49,-2.3455691530236336
3308,2,771.2783959,95.24682383,0.005375383,0.41,-2.550697280363804
3309,6,-34.8344995,6.258363743,0.019386342,0.403,-2.0665912712671397
3310,3,-66.12332899,1.653055994,0.012363137,0.415,-2.2456525140658754
3311,2,-538.6403582,17.12886837,0.004923887,0.41,-2.581129125636952
3312,6,76.9844577,2.95461759,0.018224456,0.403,-2.0918837954565612
3313,6,87.69040296,4.785696643,0.015817807,0.403,-2.1489846848765337
3314,6,-47.14942925,2.868728485,0.017912024,0.403,-2.098918928069434
3315,2,-529.8656593,23.47361886,0.003748697,0.41,-2.673903866939728
3316,5,-41.59212373,5.885851008,0.017578895,0.64,-2.1065363389682643
3317,3,-59.89008278,3.217919224,0.010107729,0.415,-2.3223247098765762
3318,2,-375.3280059,23.36722761,0.005625097,0.41,-2.5348298989704174
3319,5,72.58333135,9.770313041,0.014078586,0.64,-2.195089587356841
3320,5,-50.06244594,4.560416847,0.017484417,0.64,-2.1087191137224908
3321,2,496.0627922,31.70307019,0.005532264,0.41,-2.540654235807115
3322,2,-987.5386381,73.75243594,0.006349944,0.41,-2.492075942997088
3323,2,311.676319,73.14525819,0.006350675,0.41,-2.492035057842764
3324,6,-36.23185352,5.662713587,0.013208106,0.403,-2.2200376497326104
3325,3,-60.37858498,2.346481237,0.010968723,0.415,-2.2914492135515316
3326,6,65.76967521,5.39355425,0.013849305,0.403,-2.201528802216152
3327,2,390.412398,90.34275872,0.004613159,0.41,-2.6035523356741814
3328,2,275.3441621,94.73613348,0.003976043,0.41,-2.654097440968521
3329,1,68.07194528,11.54509105,0.00548976,0.49,-2.5433499606411
3330,2,800.577464,63.9439073,0.005364786,0.41,-2.5513850231053063
3331,3,59.96444069,2.592811985,0.008109151,0.415,-2.403965540494682
3332,1,95.14798386,10.5865787,0.013954306,0.49,-2.1985685962014925
3333,5,-62.94697169,4.442226924,0.01747445,0.64,-2.1089499733211
3334,6,30.69685266,4.344015662,0.011341231,0.403,-2.2787410668433585
3335,2,557.5601767,44.89628231,0.006379874,0.41,-2.4904053411666096
3336,2,-1223.047013,41.57074459,0.00525157,0.41,-2.5588091015015055
3337,5,122.1520446,20.04035813,0.014827315,0.64,-2.174672994529714
3338,6,95.22337852,1.092036793,0.01026387,0.403,-2.3165594947626187
3339,2,255.4464782,22.31804357,0.003625391,0.41,-2.6851013287279204
3340,6,61.42579027,2.866638589,0.019383389,0.403,-2.0666539000267425
3341,3,79.18479106,1.713377097,0.011607853,0.415,-2.269866141459634
3342,5,-109.5713827,19.07923036,0.016632362,0.64,-2.1288735458736374
3343,1,-30.79858081,12.78510585,0.015636743,0.49,-2.1535753895117753
3344,2,-689.6217613,49.68712622,0.004390855,0.41,-2.6204372106933564
3345,6,-27.54970709,0.695248446,0.015621062,0.403,-2.1539751086752377
3346,6,-34.13327206,5.050258327,0.011434828,0.403,-2.275605096977529
3347,5,52.6038845,2.39961983,0.013125763,0.64,-2.2224704927964747
3348,2,-375.1439008,57.58293834,0.004039634,0.41,-2.648739083999025
3349,5,-84.3482596,5.028880059,0.017181599,0.64,-2.1157838179300565
3350,6,81.40776056,2.364989524,0.008517254,0.403,-2.3859620671681028
3351,5,43.0521436,3.318068645,0.013147414,0.64,-2.221829533823995
3352,6,99.73087054,4.379444908,0.009187849,0.403,-2.357959492357803
3353,2,-724.5580881,91.87708871,0.004392771,0.41,-2.620288451493449
3354,2,802.8596741,42.21924792,0.005774975,0.41,-2.5256042735973234
3355,3,77.18638047,3.916921443,0.01106217,0.415,-2.288226401003937
3356,5,-6.569118116,0.014597169,0.016448146,0.64,-2.133346748005742
3357,5,-77.37802209,0.76515855,0.014969005,0.64,-2.1709095539321313
3358,3,-66.21896793,3.512026121,0.010573845,0.415,-2.3053373013031413
3359,6,96.8746614,0.388615327,0.021964706,0.403,-2.0147637209873857
3360,6,-58.82669644,6.25765072,0.022409733,0.403,-2.00634486870564
3361,5,-87.54460347,11.15425817,0.012973336,0.64,-2.227009004465353
3362,6,31.6066956,6.237020558,0.01719249,0.403,-2.115527895309423
3363,2,1246.071794,54.01028601,0.00476942,0.41,-2.5921131243494617
3364,2,-1249.796934,24.51115688,0.004744839,0.41,-2.5938902284591205
3365,6,92.37987651,12.58011618,0.013410339,0.403,-2.2141177777193635
3366,5,25.55668909,3.753400718,0.01469153,0.64,-2.1783087254899733
3367,2,-606.5223439,81.76514537,0.006122558,0.41,-2.5050006741204767
3368,5,-15.99357451,0.882605873,0.014284121,0.64,-2.1893936334368136
3369,2,621.0173687,17.98456759,0.004595676,0.41,-2.6048536156745916
3370,2,588.7788743,97.68693878,0.006494072,0.41,-2.484094214836031
3371,5,-1.150253723,0.142832974,0.014725467,0.64,-2.17739733979397
3372,2,-452.8208847,86.97810181,0.004937647,0.41,-2.5801656236183987
3373,6,-64.09274257,0.261587542,0.012857423,0.403,-2.2304912757641056
3374,2,281.6226259,59.06611311,0.006418691,0.41,-2.488248994532337
3375,1,-44.69447794,12.46907349,0.003660497,0.49,-2.681878974162592
3376,2,1178.877153,97.80975844,0.003645504,0.41,-2.6832517634856137
3377,6,93.37646111,0.81454259,0.015585308,0.403,-2.1548877911099718
3378,6,-42.96613103,6.268039582,0.012287078,0.403,-2.2480318980014022
3379,2,733.21042,56.46257893,0.006223731,0.41,-2.499198348651408
3380,6,31.28744048,5.742445656,0.021943337,0.403,-2.0151715822623344
3381,5,-110.9268871,17.49943465,0.013862652,0.64,-2.2011514498813205
3382,1,-79.54856822,12.12530474,0.012036307,0.49,-2.2559683395598045
3383,5,-124.9675545,19.97955867,0.017141066,0.64,-2.1167375039054424
3384,2,1188.14927,27.36306463,0.004423036,0.41,-2.617946319124413
3385,6,78.92034697,1.577739252,0.015730014,0.403,-2.1512049311475567
3386,6,78.43198226,9.546609418,0.022208391,0.403,-2.010136139837754
3387,2,-646.433886,44.22424429,0.006569304,0.41,-2.4799899658559394
3388,5,-61.2837118,4.979314426,0.012458518,0.64,-2.2426865278647643
3389,6,-67.78935719,9.642438698,0.012822783,0.403,-2.231537203655214
3390,5,-59.79203514,0.842127742,0.012587934,0.64,-2.2386934655428683
3391,6,-69.40831275,4.336860715,0.012191818,0.403,-2.2510300212166205
3392,5,56.07776796,1.698734897,0.016476256,0.64,-2.1326614066486886
3393,5,23.24440505,3.230396524,0.016426718,0.64,-2.133869851410421
3394,2,-705.8523084,85.50303139,0.005371571,0.41,-2.5509445393123147
3395,2,-1235.553243,64.59430862,0.003723755,0.41,-2.6761419256588215
3396,2,-426.5505939,79.12861969,0.005075611,0.41,-2.5706351134644736
3397,2,-1180.754751,73.62437894,0.004381921,0.41,-2.621131617601003
3398,3,-56.44684205,2.247047485,0.01013959,0.415,-2.321142023309426
3399,6,34.46842156,0.8256354,0.014155209,0.403,-2.1929578232957945
3400,6,82.0306659,11.12263968,0.015723913,0.403,-2.151359617407093
3401,5,-119.5239496,8.024793966,0.013419865,0.64,-2.213840833640041
3402,5,89.24334192,0.561605368,0.013160625,0.64,-2.2214388816433335
3403,6,59.01265551,4.010160006,0.014740546,0.403,-2.1769929695410597
3404,5,-32.3371816,4.622831795,0.012927151,0.64,-2.228393262357079
3405,2,1189.490626,103.5844056,0.006495849,0.41,-2.4839967875703732
3406,2,-1192.926227,45.82568599,0.003762424,0.41,-2.67267782684391
3407,6,-38.59488498,6.288099067,0.018724149,0.403,-2.080842790898581
3408,1,78.78088402,13.69191618,0.014898969,0.49,-2.1727659401715305
3409,6,-46.11699171,3.858517426,0.012214801,0.403,-2.2503048228847384
3410,6,59.97217977,1.870271009,0.007683386,0.403,-2.423617718194856
3411,1,-36.74438494,13.05868099,0.007645587,0.49,-2.4254084010633146
3412,6,-33.46227257,3.205248661,0.016572576,0.403,-2.130320623854409
3413,2,-672.0435273,97.15706361,0.00597122,0.41,-2.5138405930943084
3414,5,120.559745,6.826374996,0.013084177,0.64,-2.22370417730368
3415,5,-114.6619554,2.878881489,0.016797907,0.64,-2.1248897434322394
3416,1,-78.01461731,14.02923111,0.011880938,0.49,-2.2609577090633515
3417,6,-59.69065243,11.5870351,0.009490417,0.403,-2.3459071735408785
3418,5,59.39455882,1.416654172,0.016933185,0.64,-2.121659166125191
3419,2,-843.4226448,78.56351136,0.006580177,0.41,-2.4794002357367977
3420,6,-40.01022689,2.481048276,0.01802392,0.403,-2.0963873911312207
3421,6,-16.29704837,2.787651898,0.01983611,0.403,-2.057145626050821
3422,6,33.17984331,1.943580545,0.014479743,0.403,-2.1840375899723834
3423,1,30.43579464,14.26138526,0.016912285,0.49,-2.122156834746854
3424,2,-757.3630614,30.67537326,0.00376596,0.41,-2.672362655363766
3425,6,-62.64715961,2.665824069,0.014592031,0.403,-2.180991272667943
3426,6,-29.07561896,0.736160449,0.010326424,0.403,-2.3142712463135044
3427,6,98.63457681,16.2260467,0.008450639,0.403,-2.388848331922842
3428,6,98.44457761,10.77379712,0.014320431,0.403,-2.1883947276888063
3429,6,69.83836631,8.651622072,0.017540286,0.403,-2.107427129979001
3430,1,75.13288145,11.25078082,0.006573537,0.49,-2.479760273739424
3431,6,-35.24214909,3.391417241,0.012924044,0.403,-2.228486538871727
3432,1,-49.97779415,13.84206286,0.01291478,0.49,-2.228764772346256
3433,5,84.58408652,5.016414722,0.017107698,0.64,-2.117524054593902
3434,5,-108.6873313,15.72455525,0.013099051,0.64,-2.223262538507454
3435,6,-55.58815225,1.851006082,0.015188623,0.403,-2.165136336526452
3436,6,88.76570593,1.311846588,0.012554886,0.403,-2.2397097528124528
3437,2,-263.8424683,79.51328781,0.006287717,0.41,-2.4955716939049433
3438,2,-458.5748686,105.4431852,0.005878443,0.41,-2.5193585738269206
3439,6,54.75232939,7.442120904,0.014894419,0.403,-2.172886802604838
3440,6,-43.81455015,8.250688133,0.017617518,0.403,-2.105646894279569
3441,5,82.4159173,10.97592896,0.016334282,0.64,-2.1361331305109346
3442,6,43.1306125,8.471284614,0.012066345,0.403,-2.255010176932496
3443,2,674.0639497,71.66631353,0.004604505,0.41,-2.604195911788218
3444,2,-891.4384118,29.14547944,0.004403978,0.41,-2.6194194938773467
3445,6,57.67912871,7.949877837,0.018339308,0.403,-2.0893234596090906
3446,1,-91.54159251,11.64520429,0.014310033,0.49,-2.1886805586261957
3447,1,66.94655493,14.51561321,0.015076516,0.49,-2.168074324625957
3448,1,96.86615589,11.09516129,0.012929955,0.49,-2.2283090989700414
3449,2,1025.104111,75.5892428,0.00420355,0.41,-2.635267496626306
3450,7,-1319.688965,199.1302126,0.019296715,0.476,-2.0684957483155775
3451,2,-597.2117211,18.69766325,0.00638108,0.41,-2.490338171391395
3452,5,-118.9124407,9.501351635,0.01605234,0.64,-2.143104851425684
3453,3,77.87054681,3.797280554,0.011916131,0.415,-2.2598226189083186
3454,2,-622.5177953,89.16441344,0.00418056,0.41,-2.637128305779598
3455,4,2362.264546,136.5961652,0.001107715,0.338,-3.059721362305525
3456,2,-1084.706778,71.25219308,0.005912888,0.41,-2.5173009772527335
3457,2,714.3653158,84.53422916,0.004597784,0.41,-2.6046964807727417
3458,2,259.960962,82.21241896,0.003964555,0.41,-2.655073627302778
3459,6,38.28338506,2.054844307,0.007649968,0.403,-2.42520045758151
3460,2,-1202.894877,50.10122208,0.003994756,0.41,-2.65251270945203
3461,2,987.8573977,70.86150658,0.004227703,0.41,-2.633322333654294
3462,2,849.2463499,50.1361654,0.005098173,0.41,-2.569098535986201
3463,2,403.013195,97.75757702,0.005351967,0.41,-2.552218589242629
3464,2,1099.677591,94.36313206,0.004765754,0.41,-2.5923776419334392
3465,2,-349.9604858,72.64615076,0.004220886,0.41,-2.633870332277101
3466,2,-990.6919327,14.60507508,0.005386547,0.41,-2.5499740420966095
3467,5,93.6743041,15.92633684,0.012906111,0.64,-2.2290252920504274
3468,6,-25.44578838,1.629982782,0.019083344,0.403,-2.073060086035356
3469,1,76.73839727,14.79592279,0.00291242,0.49,-2.757482113123185
3470,5,114.7788438,18.62947211,0.014141313,0.64,-2.193343691032734
3471,6,34.13057199,2.826336335,0.017275462,0.403,-2.1135827085924013
3472,5,33.66166938,5.492891856,0.017415742,0.64,-2.1103120772660144
3473,5,23.12642583,2.388066653,0.017688831,0.64,-2.10400899932578
3474,1,37.77775229,14.07441598,0.014244829,0.49,-2.190477042268877
3475,6,-57.32885404,4.491580863,0.01187218,0.403,-2.2612406366033815
3476,2,-455.8743531,27.07081632,0.004126946,0.41,-2.6415036409493373
3477,5,36.69299916,2.084485903,0.016347458,0.64,-2.1358098492848523
3478,6,-44.05993486,2.586095128,0.020674598,0.403,-2.040011342803419
3479,2,346.3839804,12.83025654,0.005193003,0.41,-2.5627056466488782
3480,2,-1035.55123,101.7128272,0.004975132,0.41,-2.5775529342756727
3481,5,22.0722213,3.03076829,0.013424244,0.64,-2.2137135823641882
3482,6,46.37436239,0.115136058,0.010234767,0.403,-2.317628241089399
3483,5,105.0266088,3.399327083,0.013795343,0.64,-2.2030576443828087
3484,5,55.25293531,7.272142693,0.015420865,0.64,-2.1591087626804573
3485,5,-89.46480002,9.35062069,0.017399565,0.64,-2.1106880942449786
3486,5,-126.045559,6.81970931,0.01457912,0.64,-2.181340513064841
3487,5,-30.33308135,0.786543597,0.01653973,0.64,-2.1311175406809815
3488,6,-61.83434731,12.11077766,0.008496062,0.403,-2.3868781094656595
3489,2,671.545121,45.12367727,0.00445424,0.41,-2.615546462538461
3490,1,-90.44490283,11.99203782,0.016560274,0.49,-2.1306189391946844
3491,2,-1106.609839,53.81234897,0.005398472,0.41,-2.5492029743683697
3492,5,79.25187125,9.340994752,0.014792625,0.64,-2.1755991094057343
3493,3,-61.26619496,1.034777511,0.007558794,0.415,-2.4295497978548295
3494,3,63.4412166,3.845788895,0.009122955,0.415,-2.3605896013872583
3495,1,-94.76175309,13.03733852,0.012923507,0.49,-2.2285026623331277
3496,2,1204.943726,73.55428404,0.005013241,0.41,-2.5749146669338128
3497,5,80.22150185,2.249938462,0.01528904,0.64,-2.162520483070769
3498,6,-33.11714462,3.283840439,0.015695108,0.403,-2.1520906426221895
3499,2,-314.2755248,71.56249692,0.003856853,0.41,-2.664350868773215
3500,6,-72.94934092,1.104729958,0.010113283,0.403,-2.3221183104438015
3501,6,54.98078489,10.60922815,0.018435177,0.403,-2.0871967406018417
3502,5,-91.64614342,0.781921638,0.014380191,0.64,-2.1867554401087745
3503,5,-80.45998708,6.672127888,0.013577917,0.64,-2.2092704682345707
3504,3,60.57013089,1.129179068,0.00950618,0.415,-2.345288536626865
3505,5,30.95785372,1.583177823,0.01576215,0.64,-2.1503909955293823
3506,5,-120.6832955,8.065871521,0.01573294,0.64,-2.151130762880724
3507,3,-55.85598728,1.559029705,0.011257506,0.415,-2.281565390296042
3508,2,-1056.045183,15.56061652,0.004409489,0.41,-2.6189929116474557
3509,6,-55.60639862,8.009861811,0.019718848,0.403,-2.059590596008844
3510,3,51.63181299,1.342483855,0.007944587,0.415,-2.4114512927601637
3511,5,82.98278019,11.84910027,0.013873906,0.64,-2.200833515157064
3512,1,-63.57235373,11.24941809,0.003796793,0.49,-2.6696256298838392
3513,6,-31.07239934,1.468986398,0.012224925,0.403,-2.2499857484982737
3514,1,-77.58243129,14.49898244,0.009188136,0.49,-2.357947896612083
3515,5,-65.94940919,12.1602347,0.017340117,0.64,-2.1120724685958217
3516,2,-1057.276209,52.89004509,0.003734469,0.41,-2.6751789107152635
3517,5,23.23528705,4.27667492,0.013529599,0.64,-2.210662776982613
3518,1,71.77799842,10.13305713,0.016397946,0.49,-2.134573157264305
3519,5,-42.28017287,7.539460761,0.013971658,0.64,-2.198081255968696
3520,5,13.95236712,2.501900295,0.014769072,0.64,-2.176228966287895
3521,6,32.86029163,4.141455447,0.013630187,0.403,-2.207769087330713
3522,2,1109.152924,38.07603035,0.006583927,0.41,-2.479197042946176
3523,5,-1.855383124,0.21787983,0.013351092,0.64,-2.215844056584158
3524,2,1221.238299,59.41830162,0.004154145,0.41,-2.6392776690370714
3525,1,93.54326061,13.08691557,0.008455515,0.49,-2.388636390745579
3526,5,77.20925071,12.26921351,0.01597639,0.64,-2.1450008378522196
3527,3,79.47042825,1.688882254,0.010468686,0.415,-2.309111910560275
3528,5,91.8420834,17.19981258,0.017524611,0.64,-2.1077892630544195
3529,5,-89.27820209,17.11166132,0.017393003,0.64,-2.1108407059989807
3530,5,-31.43677853,2.098060021,0.015604142,0.64,-2.1544067971435417
3531,5,74.31375862,4.434100692,0.013516883,0.64,-2.2110299085691087
3532,5,33.70912392,2.271850306,0.012695535,0.64,-2.235400459158452
3533,2,-1066.066346,48.95868941,0.003972133,0.41,-2.654429407130366
3534,4,1969.607311,51.37954617,0.001028284,0.338,-3.0819392560724728
3535,1,-64.13169658,13.0974945,0.016795384,0.49,-2.124950206314
3536,5,-78.55443465,4.319436583,0.014836953,0.64,-2.174416020751597
3537,5,-63.94551161,3.71422497,0.016600139,0.64,-2.129652926777737
3538,2,-840.7457224,109.3871277,0.004126113,0.41,-2.6415720207829665
3539,5,-89.6287655,1.673957794,0.013511517,0.64,-2.211184923165626
3540,2,827.2228913,14.43162717,0.005543077,0.41,-2.5399713810903264
3541,2,-915.2793005,68.88314857,0.005134232,0.41,-2.5666552734588297
3542,3,-60.24495733,1.548799493,0.008293795,0.415,-2.3957236767283914
3543,2,-423.2369728,94.19264572,0.005752661,0.41,-2.52696423073796
3544,5,-32.07185617,1.440568249,0.014352759,0.64,-2.1875072025471596
3545,2,-900.1872345,85.06072917,0.003889533,0.41,-2.6615116019433502
3546,1,-43.55268526,12.71794543,0.003458886,0.49,-2.700776925472806
3547,6,-32.38589695,1.852669665,0.010865485,0.403,-2.2950375927528013
3548,2,-1189.367672,47.84040046,0.005374602,0.41,-2.5507479259104393
3549,6,-43.36504422,6.685246534,0.013552295,0.403,-2.21000824614653
3550,6,-62.21705373,4.117061848,0.014975832,0.403,-2.1707289959370035
3551,6,67.08616429,1.958132912,0.016772303,0.403,-2.1255036959643934
3552,4,2415.66699,80.50866474,0.001178195,0.338,-3.0411977681188276
3553,6,-70.40332383,11.90863849,0.014984123,0.403,-2.1705098137221377
3554,5,-95.02796241,9.296951314,0.01477421,0.64,-2.176091491697888
3555,1,-74.95164569,10.5080471,0.011884544,0.49,-2.2608412696703177
3556,6,32.02027531,1.83996695,0.008803245,0.403,-2.3737914873415518
3557,6,-75.6151581,7.647619958,0.020088582,0.403,-2.0519228170576733
3558,5,8.916794719,0.44092654,0.016654163,0.64,-2.128346975411642
3559,5,-28.74365525,3.564499211,0.013643633,0.64,-2.207383673781626
3560,6,-48.01083096,6.178101548,0.020524864,0.403,-2.043027377907808
3561,5,-5.062038542,0.496730126,0.017579943,0.64,-2.1065121826891815
3562,3,62.50835531,2.434822265,0.011400385,0.415,-2.276756508188547
3563,2,-1136.903551,94.74158342,0.005600721,0.41,-2.5363509341660966
3564,5,26.1786795,4.128105448,0.012843606,0.64,-2.2309081767946877
3565,6,-17.07258803,2.372043036,0.00926506,0.403,-2.3548512838055182
3566,2,-1039.684879,105.0358961,0.006319404,0.41,-2.4937877928417826
3567,5,-24.86075073,3.390401815,0.014509992,0.64,-2.1832149543156567
3568,5,106.1129999,9.958989375,0.016992699,0.64,-2.1202448964021
3569,5,41.38952351,1.081670591,0.016809796,0.64,-2.124604931877925
